10,1793480.0,75957601600.0
20,1828660.0,96654580400.0
30,1757640.0,60583374400.0
40,1752510.0,55274455900.0
50,1808112.0,80536621056.0
60,1812240.0,81507062400.0
70,1840480.0,109386896457.14285
80,1759500.0,90078562000.0
90,1788457.7777777778,84266217106.172836
100,1874076.0,110961781424.0
110,1800847.2727272727,96634789038.016525
120,1848423.3333333333,116984784788.8889
130,1765695.3846153845,69433429671.00592
140,1838125.7142857143,98825778481.63266
150,1850522.6666666667,137897853752.88892
160,1798090.0,119268737900.0
170,1836847.0588235294,101592163432.52594
180,1799017.7777777778,119630048572.83949
190,1781433.6842105263,97309034233.794998
200,1770266.0,97067387644.0
210,1798720.0,103481305600.0
220,1795012.7272727273,95883895838.016525
230,1794892.1739130435,97917588025.708862
240,1815826.6666666667,98893541955.555573
250,1826692.8,105399772828.16
260,1781656.923076923,96595015221.301773
270,1796878.5185185184,125930720353.36078
280,1820652.857142857,119779524063.26529
290,1806438.6206896552,102239457818.78716
300,1794752.0,116197701162.66667
310,1804518.7096774194,112696070553.17377
320,1776178.75,95273587548.4375
330,1824753.9393939395,115602467696.60239
340,1781944.705882353,89771072236.678192
350,1783900.5714285714,87279921085.387772
360,1788975.5555555555,92132663402.469147
370,1811192.4324324324,100004686213.00218
380,1792996.8421052631,102395844621.60666
390,1816844.1025641025,116508263490.8613
400,1800618.0,122470955676.0
410,1803547.3170731708,101062765614.75313
420,1809992.3809523811,99507355370.521545
430,1816381.3953488371,111952475188.75069
440,1788447.2727272727,102952554128.92563
450,1784278.2222222222,94567933614.617294
460,1781173.043478261,95052099099.432877
470,1814357.4468085107,122787002784.97058
480,1792123.3333333333,97507435455.555573
490,1802315.1020408163,105389264302.54059
500,1798189.6000000001,115100163411.84001
510,1769990.5882352942,99243052460.438293
520,1796293.8461538462,102893648423.66864
530,1812464.1509433961,106152912714.84515
540,1817176.2962962964,103461752919.61592
550,1812013.0909090908,99299076483.173553
560,1809505.0,106574149546.42857
570,1809767.0175438595,104422809999.87689
580,1798256.551724138,99272256939.833542
590,1792410.8474576271,97433066187.417404
600,1808509.3333333333,110122588579.55556
610,1768533.1147540985,92153870542.757324
620,1771070.9677419355,95242838060.35379
630,1795092.6984126985,95294567026.051895
640,1801265.0,120769014275.0
650,1813035.076923077,108263887138.84024
660,1799673.9393939395,98579994048.117523
670,1779592.8358208956,92101806277.032745
680,1806980.5882352942,116874120564.35988
690,1793028.9855072463,99768842406.217178
700,1814718.857142857,103163336501.55103
710,1800988.1690140846,120567299352.98552
720,1808868.888888889,102118154365.43211
730,1790498.0821917809,92556112900.43161
740,1790676.7567567567,102785107405.69759
750,1798657.0666666667,102542961116.72888
760,1822412.6315789474,127622134577.28532
770,1818151.6883116884,123461343847.79897
780,1812088.2051282052,111036090271.13742
790,1798395.4430379746,103393813245.05688
800,1819556.5,122177132307.75
810,1778747.1604938272,98695493701.813751
820,1814261.4634146341,123846420222.24867
830,1806387.469879518,112801309529.74307
840,1793514.2857142857,85506973224.489807
850,1792758.1176470588,117314270057.63322
860,1794611.6279069767,106297862376.41969
870,1811006.8965517241,118045650251.28815
880,1804874.5454545454,110849711533.88431
890,1809172.5842696629,116231988282.0856
900,1805012.0,111871136389.33333
910,1812828.5714285714,108032259930.92621
920,1811816.956521739,110332917277.69376
930,1801492.9032258065,108366593089.42075
940,1800337.0212765958,98341607267.722961
950,1817207.5789473683,106231603816.24376
960,1806010.8333333333,102410446882.63889
970,1791143.9175257732,105626323287.74577
980,1800270.612244898,100604803993.50272
990,1781868.6868686869,107152596736.65953
